Number,Short Description,AI Generated Category,Confidence Score
"IM1066811","Unable to Print document need assistance.","Application Function Issue","85"
"IM1074084","None of my addons are working for excel","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1081692","Unable to print document need assistance.","Application Function Issue","95"
"IM1085398","Unable to Print document need assistance.","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1117240","Unable to print document need assistance.","Application Function Issue","95"
"IM1074175","Outlook- Add Cebu and Bohol Rooms available in my outlook meeting room finder","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1152032","Unable to print document need assistance.","Application Function Issue","95"
"IM1074186","*** Urgent **** Wrong auto reply email to wrong client program","Security Violation","85"
"null","null","null","null"
"null","null","null","null"
"IM1071128","Unable to print document need Cyan toner replacement.","Hardware","70"
"IM1074193","outlook issue - storage reach capacity and also sent date show a SUNDAY when i wasnt even working","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1074439","I had went into a case and had moved out the Promise Date and saved it. I then noticed that the syst","Service/Process Failure","65"
"IM1074593","Some programs are not loading the email client specific attachments","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1057797","Unable to print document.","Application Function Issue","85"
"IM1119133","Unable to print. /Model Kyocera printer.","Hardware","80"
"null","null","null","null"
"null","null","null","null"
"IM1074656","Outlook - not working - Error file is incompatible","Application Function Issue","95"
"IM1074696","Outlook is not working","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1074798","Relocation employee "GID0610164" to project "MedSite Respond" unsuccessfully. Email attached","Employee Onboarding","70"
"IM1074823","Outlook - unable to open email due to restricted permissions","Access Authentication Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1146478","Unable to proceed for hotel booking using SNOWSTORM","Application Function Issue","85"
"IM1074841","No Email Notification Receive After IRF Submission (Oryx)","Service/Process Failure","80"
"null","null","null","null"
"IM1075223","Excel summary email","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1126283","Unable to pull reports in AHSS/SSRT since microsoft update","Application Function Issue","75"
"IM1075335","One drive not sync","Access Authentication Failure","65"
"null","null","null","null"
"IM1080746","Unable to put case into in progress status due to vendor status","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1075350","Unable to sign-in to outlook on my company phone.","Access Authentication Failure","90"
"IM1065029","Unable to Receive External E-mail","Application Function Issue","80"
"null","null","null","null"
"IM1075369","User unbale to login to teams and outlook on her work phone, shows device non-compliant","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1075449","Outlook consistently crashes","Application Function Issue","90"
"IM1075493","saving Email from outlook to Sales force","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1145642","Unable to Register on Visa Concierge Website Despite Valid Visa Card","Application Function Issue","85"
"IM1075556","Excel - Getting error as unable to save changes in excel","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1075678","I was copied on an eamil to contact@rbcavionconcierge.com but SF doesn't appear to have the email.","Access Authentication Failure","75"
"IM1121819","Unable to replicate GOP to GSS BIGGER","Service/Process Failure","60"
"null","null","null","null"
"null","null","null","null"
"IM1075732","Outlook AMR Inbox","Service/Process Failure","80"
"null","null","null","null"
"IM1075796","My Email box in Outlook is full, and I can't delete it myself","null","null"
"IM1075801","Cannot Erase Email in Outlook. Full Storage","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1094423","Unable to Replicate MPHL019410 to LON","Application Function Issue","90"
"IM1075889","Outlook - full storage","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1075971","Phone stats report is blank, error: there is no error. Excel report is blank.","Service/Process Failure","85"
"IM1076006","There are emails stuck in "email notes" as they are "being handled by someone" but they are not...","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1076025","Aspire Salesforce- cannot send email to the case and preventing me to close the case without sending","Application Function Issue","85"
"IM1076426","Please assist in checking the email sent by eip@travelsky.com.cn at 14:40 on 14th February 2026 from","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1076466","Outlook- Unable to launch inside VDI","Application Function Issue","90"
"IM1076530","ProdGss  : Outlook and Teams not working properly inside VDI after installing Windows app","Application Function Issue","95"
"null","null","null","null"
"IM1077004","I use the email ID consultingsupport@internationalsos.com to send emails. However, I am not able to ","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1077012","medtrack emails not synchronizing and updating -  i need to have access on all emails","Application Function Issue","75"
"IM1077063","Getting error while accessing the outlook","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1077288","Not receiving Email notifications on Outlook App on Mobile - Assign to IT.Dubai","Application Function Issue","85"
"IM1081158","Unable to search, find or add contact On beneficiary Profile. Error ID; 2063880811-948112 (-12653246","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1092258","Unable to secure a connection between my desktop and xerox printer","Network","85"
"IM1096021","unable to see","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1069506","unable to see & open replicated case - MJNB004734","Application Function Issue","65"
"IM1077497","Laptop is continually syncing files for one drive.","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1077643","Outlook view is missing","Application Function Issue","90"
"IM1077791","Access to outlook impossible","Access Authentication Failure","95"
"null","null","null","null"
"IM1059679","Unable to see agent Sagar Suresh Raj","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1078042","Can't access secure messages sent via email from Marsh MMA","Access Authentication Failure","90"
"IM1078224","New mails not showing in Outlook","Application Function Issue","90"
"null","null","null","null"
"IM1150929","unable to see case MAAG002722","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1078376","Archive email :unable to forward to other users","Service/Process Failure","75"
"IM1065342","Unable to see cases in CRM Provider Portal","Application Function Issue","85"
"null","null","null","null"
