Number,Short Description,AI Generated Category,Confidence Score
"INC3964607","i need access for this folder \\sli4032\public\INOPC ENGINEERING","Access Grant Request","95"
"INC3964600","Unable to access Oracle and Send this file along with inability to open MP4 videos","Service/Process Failure","80"
"INC3964590","i'm unable to login to my time sheet","Access Authentication Failure","90"
"INC3964584","workstation 128 Monitor not working","Hardware","95"
"INC3964479","MOUSE REQUIRED","Access Grant Request","85"
"INC3964351","Old Employee ID (563925), is still retaining","Employee Offboarding","90"
"INC3964350","Copilot not working properly","Application Function Issue","80"
"INC3964279","Access to powerapp-sharepoint, Oracle, SAP Ariba, PIRS, Kofax (Markview)","Access Authentication Failure","75"
"INC3964270","User need help with the c drive clean up","Service/Process Failure","70"
"INC3964251","Employee is now offboarded","Employee Offboarding","95"
"INC3964157","Unable to access Authenticator app","Access Authentication Failure","95"
"INC3964066","Revit 2023 unexpectedly closes","Application Function Issue","90"
"INC3964038","Unable to Edit Excel Cells","Application Function Issue","85"
"INC3964007","Outlook not working so unable to open mail attachments for approval (work impacted)","Service/Process Failure","80"
"INC3963947","Request for Assistance – Removal of Adobe PDF Reader / Ticket Creation Support","Access Grant Request","75"
"INC3963419","Issue running ETAP application","Application Function Issue","85"
"INC3963346","ZScaler unable to connect","Network","90"
"INC3963334","New Employee / Phone number not visible on Teams","Employee Onboarding","85"
"INC3963292","I keep loosing internet connection to Z drive and outlook","Network","70"
"INC3963214","Can not access Oracle","Application Function Issue","80"
"INC3963172","The project in ACC Docs cannot be accessed via Revit.","Access Authentication Failure","75"
"INC3963156","unable to access Concur & oracle","Access Authentication Failure","75"
"INC3963146","My Phone password stopped working","Password Reset","90"
"INC3963143","Using incorrrect Asana licences","Application Function Issue","80"
"INC3963133","VM1-Issue with Oracle User login","Password Reset","85"
"INC3963029","Concure and Oracle","Access Authentication Failure","70"
"INC3962995","Unable to access Oracle Timesheet","Access Authentication Failure","75"
"INC3962977","My Admin account showing locked","Access Authentication Failure","90"
"INC3962939","Software is not being approved","Service/Process Failure","65"
"INC3962878","Unable to access applications on PC","Application Function Issue","80"
"INC3962713","Zscaler connection error","Network","85"
"INC3962679","User need a temporary password for login","Password Reset","95"
"INC3962633","Laptop not getting power on","Hardware","95"
"INC3962631","NEED TO UPDATE STAAD - REG","Application Function Issue","85"
"INC3962616","Need MFA Set up","Access Authentication Failure","90"
"INC3962546","oracle Login issue","Access Authentication Failure","80"
"INC3962522","The Internet is too slow in the INCHE1 location, LAN & WAN both.","Network","90"
"INC3962294","Zscaler Private Access (ZPA) issue , Unable to open  timesheet.","Application Function Issue","75"
"INC3962184","Laptop - Slow operation and Battery draining fast","Hardware","85"
"INC3962007","Query on network drive path","Network","80"
"INC3961994","Can't login into service account.","Access Authentication Failure","95"
"INC3961868","Revit ACC clouds","Access Authentication Failure","85"
"INC3961696","I can't login ZSCALER","Access Authentication Failure","90"
"INC3961678","Cannot access documents stored on network drive \\WNLD153F001MP.sli.bz\SEVAS4Public","Network","80"
"INC3961558","Unanble to use VCW","Application Function Issue","75"
"INC3961526","zscaler","Access Authentication Failure","70"
"INC3961511","Unable to sign in to the timesheet","Access Authentication Failure","90"
"INC3961503","I need IT support for my phone - SD-IN Linxon Prem","Hardware","85"
"INC3961392","Hi Good morning. I cant login my Microsoft OneDrive","Access Authentication Failure","95"
"INC3961345","Unable to see meeting details in Teams app but its appearing in Outlook calender","Application Function Issue","85"
"INC3961204","Oracle is not working","Application Function Issue","90"
"INC3961191","Unable to find the STAAD.Pro connect edition software in quick search bar","Application Function Issue","80"
"INC3961187","Fox IT is asking for admin credentials","Security Violation","90"
"INC3961182","Internet Connectivity Issue During Power Outage @Vadodara","Network","85"
"INC3961181","Teams add-in issue","Application Function Issue","85"
"INC3961180","Headphone is not detected to Laptop","Hardware","90"
"INC3961179","internet was down for a while","Network","80"
"INC3961121","Zscaler isn't connecting","Application Function Issue","75"
"INC3961120","Atkins realis-Guest network connecting issue at INFAR1","Network","70"
"INC3961108","Teams and Outlook Access in Mobile","Application Function Issue","80"
"INC3961032","Revit 2024 Update","Application Function Issue","65"
"INC3960725","i need to install foxfit into my computer","Hardware","85"
"INC3960704","Zscaler Service Status issues","Service/Process Failure","95"
"INC3960653","the link does not work for me to register for the Oracle package when I try and use the link","Application Function Issue","85"
"INC3960650","I cannot get onto built intelligence programme as the link that I have does not work to register","Application Function Issue","85"
"INC3960594","Zscaler not working","Service/Process Failure","90"
"INC3960587","Invoice Download Error in Oracle-Saudi RHQ 19722","Application Function Issue","75"
"INC3960486","US- Fox Editor Query- Alycia Wong- 577737","Access Authentication Failure","60"
"INC3960431","Auto CAD software is getting struck","Application Function Issue","90"
"INC3960426","Not able to connect Mr V Jayaprakash (571521) in MS TEAMS group call","Access Authentication Failure","85"
"INC3960418","Oracle Issue – Immediate Attention Required","Service/Process Failure","95"
"INC3960385","Oracle Login _ Time sheet Entry","Service/Process Failure","80"
"INC3960277","Support required to install software","Access Grant Request","75"
"INC3960233","Unable to activate ETAP license","Access Authentication Failure","85"
"INC3960230","Connection to one drive breaking on a regular basis","Network","70"
"INC3960224","Installation of HBK Reliasoft Software modules","Application Function Issue","90"
"INC3960164","ZPA is not connecting","Network","85"
"INC3960020","Microsoft Project Licence not allocated to username TUNNV / Vincent.Tunn@linxon.com","Access Grant Request","95"
"INC3960001","New Employee / Phone number not visible on Teams","Employee Onboarding","80"
"INC3959905","Need to connect with Printer network","Network","85"
"INC3959900","Request for printer access","Access Grant Request","95"
"INC3959872","SmartView is installed in the system, but not able to get connections in excel.","Application Function Issue","95"
"INC3959860","SmartView is installed in the system, but not able get connections in excel.","Application Function Issue","95"
"INC3959845","Daniel has been reactivated in workday but has not access to his e-mails","Access Authentication Failure","85"
"INC3959835","Revit ACC cloud problem","Service/Process Failure","75"
"INC3959815","SAP BI reports - not able to log in","Access Authentication Failure","90"
"INC3959803","Unable to loginto ORACLE to log timesheets because of Zscaler issue","Access Authentication Failure","95"
"INC3959722","Outlook mail not working","Access Authentication Failure","90"
"INC3959717","I am unable to access Intune on Mobile device","Access Authentication Failure","85"
"INC3959675","trying to open foxit asking for sing in","Access Authentication Failure","80"
"INC3959596","Mailbox is full","Application Function Issue","90"
"INC3959582","Unable to log into Oracle","Access Authentication Failure","95"
"INC3959561","Unable to submit document in client portal","Application Function Issue","85"
"INC3959508","Zscalar not working","Web Security","80"
"INC3959053","New  user, need assistance with sign in machine first time and setting up authenticator app.","Employee Onboarding","95"
"INC3959020","Zscaler not connected","Access Authentication Failure","85"
"INC3958850","i unable to access markview and Oracle","Application Function Issue","90"
"INC3958840","I need help with Sync of Onedrive","Application Function Issue","80"
"INC3958608","Access to teamcenter being blocked","Access Authentication Failure","85"
"INC3958540","server excess","Service/Process Failure","75"
